Регіон	Тип ради	Партія	Кількість голосів, поданих за партію	Кількість мандатів	Вакантні мандати
Волинська обл., Ковельська міська рада	Міська рада	"Політична партія ""Громадянська позиція"""	520	0	0
Волинська обл., Ковельська міська рада	Міська рада	"Політична партія ""Нова держава"""	227	0	0
Волинська обл., Нововолинська міська рада	Міська рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	3153	6	0
Волинська обл., Нововолинська міська рада	Міська рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	3126	6	0
Волинська обл., Нововолинська міська рада	Міська рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	2358	5	0
Волинська обл., Нововолинська міська рада	Міська рада	"Політична партія ""Об’єднання ""САМОПОМІЧ"""	2234	5	0
Волинська обл., Нововолинська міська рада	Міська рада	Радикальна партія Олега Ляшка	1704	4	0
Волинська обл., Нововолинська міська рада	Міська рада	"політична партія Всеукраїнське об’єднання ""Свобода"""	1685	3	0
Волинська обл., Нововолинська міська рада	Міська рада	"Політична партія ""Громадянська позиція"""	1597	3	0
Волинська обл., Нововолинська міська рада	Міська рада	"Політична партія ""Наш край"""	924	2	0
Волинська обл., Володимир-Волинська районна рада	Районна рада	"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""	3316	10	0
Волинська обл., Володимир-Волинська районна рада	Районна рада	"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""	2437	7	0
Волинська обл., Володимир-Волинська районна рада	Районна рада	"політична партія Всеукраїнське об’єднання ""Батьківщина"""	2278	7	0
